WY_adj,StormDate,DayofFF,AfterFirstFlush,stratum,StormDOWY_adj,water_temp_Δ,sp_cond_Δ,turbidity_Δ,discharge_tf_Δ,velocity_tf_Δ
1974,1974-01-15,1973-11-12,TRUE,Confluence,137,NA,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,North and South Forks Mokelumne River,137,NA,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,Out of Bounds,137,NA,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,Sacramento River Deep Water Ship Channel,137,NA,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,Sacramento River Mainstem,137,1.0666666666666664,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,San Pablo Bay and Carquinez Strait,137,NA,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,South Delta,137,NA,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,Suisun Marsh and Montezuma Slough,137,NA,NA,NA,NA,NA
1974,1974-01-15,1973-11-12,TRUE,Suisun and Honker Bays,137,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,Cache Slough and Liberty Island,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,Confluence,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,North and South Forks Mokelumne River,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,Out of Bounds,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,Sacramento River Deep Water Ship Channel,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,Sacramento River Mainstem,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,San Pablo Bay and Carquinez Strait,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,South Delta,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,Suisun Marsh and Montezuma Slough,183,NA,NA,NA,NA,NA
1974,1974-03-02,1973-11-12,TRUE,Suisun and Honker Bays,183,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,Cache Slough and Liberty Island,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,Confluence,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,North and South Forks Mokelumne River,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,Out of Bounds,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,Sacramento River Deep Water Ship Channel,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,Sacramento River Mainstem,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,San Pablo Bay and Carquinez Strait,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,South Delta,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,Suisun Marsh and Montezuma Slough,211,NA,NA,NA,NA,NA
1974,1974-03-30,1973-11-12,TRUE,Suisun and Honker Bays,211,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,Cache Slough and Liberty Island,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,Confluence,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,North and South Forks Mokelumne River,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,Out of Bounds,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,Sacramento River Deep Water Ship Channel,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,Sacramento River Mainstem,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,San Pablo Bay and Carquinez Strait,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,South Delta,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,Suisun Marsh and Montezuma Slough,155,NA,NA,NA,NA,NA
1975,1975-02-02,1975-02-02,FALSE,Suisun and Honker Bays,155,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,Cache Slough and Liberty Island,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,Confluence,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,North and South Forks Mokelumne River,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,Out of Bounds,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,Sacramento River Deep Water Ship Channel,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,Sacramento River Mainstem,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,San Pablo Bay and Carquinez Strait,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,South Delta,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,Suisun Marsh and Montezuma Slough,162,NA,NA,NA,NA,NA
1975,1975-02-09,1975-02-02,TRUE,Suisun and Honker Bays,162,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,Cache Slough and Liberty Island,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,Confluence,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,North and South Forks Mokelumne River,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,Out of Bounds,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,Sacramento River Deep Water Ship Channel,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,Sacramento River Mainstem,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,San Pablo Bay and Carquinez Strait,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,South Delta,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,Suisun Marsh and Montezuma Slough,166,NA,NA,NA,NA,NA
1975,1975-02-13,1975-02-02,TRUE,Suisun and Honker Bays,166,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,Cache Slough and Liberty Island,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,Confluence,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,North and South Forks Mokelumne River,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,Out of Bounds,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,Sacramento River Deep Water Ship Channel,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,Sacramento River Mainstem,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,San Pablo Bay and Carquinez Strait,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,South Delta,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,Suisun Marsh and Montezuma Slough,190,NA,NA,NA,NA,NA
1975,1975-03-09,1975-02-02,TRUE,Suisun and Honker Bays,190,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,Cache Slough and Liberty Island,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,Confluence,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,North and South Forks Mokelumne River,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,Out of Bounds,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,Sacramento River Deep Water Ship Channel,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,Sacramento River Mainstem,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,San Pablo Bay and Carquinez Strait,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,South Delta,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,Suisun Marsh and Montezuma Slough,193,NA,NA,NA,NA,NA
1975,1975-03-12,1975-02-02,TRUE,Suisun and Honker Bays,193,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,Cache Slough and Liberty Island,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,Confluence,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,North and South Forks Mokelumne River,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,Out of Bounds,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,Sacramento River Deep Water Ship Channel,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,Sacramento River Mainstem,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,San Pablo Bay and Carquinez Strait,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,South Delta,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,Suisun Marsh and Montezuma Slough,202,NA,NA,NA,NA,NA
1975,1975-03-21,1975-02-02,TRUE,Suisun and Honker Bays,202,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,Cache Slough and Liberty Island,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,Confluence,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,North and South Forks Mokelumne River,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,Out of Bounds,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,Sacramento River Deep Water Ship Channel,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,Sacramento River Mainstem,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,San Pablo Bay and Carquinez Strait,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,South Delta,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,Suisun Marsh and Montezuma Slough,108,NA,NA,NA,NA,NA
1978,1977-12-17,1977-12-17,FALSE,Suisun and Honker Bays,108,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,Cache Slough and Liberty Island,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,Confluence,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,North and South Forks Mokelumne River,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,Out of Bounds,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,Sacramento River Deep Water Ship Channel,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,Sacramento River Mainstem,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,San Pablo Bay and Carquinez Strait,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,South Delta,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,Suisun Marsh and Montezuma Slough,116,NA,NA,NA,NA,NA
1978,1977-12-25,1977-12-17,TRUE,Suisun and Honker Bays,116,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,Cache Slough and Liberty Island,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,Confluence,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,North and South Forks Mokelumne River,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,Out of Bounds,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,Sacramento River Deep Water Ship Channel,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,Sacramento River Mainstem,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,San Pablo Bay and Carquinez Strait,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,South Delta,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,Suisun Marsh and Montezuma Slough,128,NA,NA,NA,NA,NA
1978,1978-01-06,1977-12-17,TRUE,Suisun and Honker Bays,128,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,Cache Slough and Liberty Island,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,Confluence,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,North and South Forks Mokelumne River,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,Out of Bounds,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,Sacramento River Deep Water Ship Channel,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,Sacramento River Mainstem,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,San Pablo Bay and Carquinez Strait,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,South Delta,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,Suisun Marsh and Montezuma Slough,135,NA,NA,NA,NA,NA
1978,1978-01-13,1977-12-17,TRUE,Suisun and Honker Bays,135,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,Cache Slough and Liberty Island,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,Confluence,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,North and South Forks Mokelumne River,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,Out of Bounds,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,Sacramento River Deep Water Ship Channel,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,Sacramento River Mainstem,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,San Pablo Bay and Carquinez Strait,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,South Delta,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,Suisun Marsh and Montezuma Slough,160,NA,NA,NA,NA,NA
1978,1978-02-07,1977-12-17,TRUE,Suisun and Honker Bays,160,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,Cache Slough and Liberty Island,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,Confluence,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,North and South Forks Mokelumne River,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,Out of Bounds,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,Sacramento River Deep Water Ship Channel,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,Sacramento River Mainstem,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,San Pablo Bay and Carquinez Strait,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,South Delta,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,Suisun Marsh and Montezuma Slough,185,NA,NA,NA,NA,NA
1978,1978-03-04,1977-12-17,TRUE,Suisun and Honker Bays,185,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,Cache Slough and Liberty Island,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,Confluence,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,North and South Forks Mokelumne River,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,Out of Bounds,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,Sacramento River Deep Water Ship Channel,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,Sacramento River Mainstem,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,San Pablo Bay and Carquinez Strait,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,South Delta,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,Suisun Marsh and Montezuma Slough,134,NA,NA,NA,NA,NA
1979,1979-01-12,1979-01-12,FALSE,Suisun and Honker Bays,134,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,Cache Slough and Liberty Island,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,Confluence,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,North and South Forks Mokelumne River,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,Out of Bounds,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,Sacramento River Deep Water Ship Channel,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,Sacramento River Mainstem,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,San Pablo Bay and Carquinez Strait,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,South Delta,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,Suisun Marsh and Montezuma Slough,138,NA,NA,NA,NA,NA
1979,1979-01-16,1979-01-12,TRUE,Suisun and Honker Bays,138,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,Cache Slough and Liberty Island,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,Confluence,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,North and South Forks Mokelumne River,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,Out of Bounds,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,Sacramento River Deep Water Ship Channel,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,Sacramento River Mainstem,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,San Pablo Bay and Carquinez Strait,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,South Delta,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,Suisun Marsh and Montezuma Slough,168,NA,NA,NA,NA,NA
1979,1979-02-15,1979-01-12,TRUE,Suisun and Honker Bays,168,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,Cache Slough and Liberty Island,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,Confluence,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,North and South Forks Mokelumne River,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,Out of Bounds,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,Sacramento River Deep Water Ship Channel,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,Sacramento River Mainstem,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,San Pablo Bay and Carquinez Strait,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,South Delta,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,Suisun Marsh and Montezuma Slough,176,NA,NA,NA,NA,NA
1979,1979-02-23,1979-01-12,TRUE,Suisun and Honker Bays,176,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,Cache Slough and Liberty Island,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,Confluence,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,North and South Forks Mokelumne River,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,Out of Bounds,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,Sacramento River Deep Water Ship Channel,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,Sacramento River Mainstem,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,San Pablo Bay and Carquinez Strait,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,South Delta,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,Suisun Marsh and Montezuma Slough,183,NA,NA,NA,NA,NA
1979,1979-03-02,1979-01-12,TRUE,Suisun and Honker Bays,183,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,Cache Slough and Liberty Island,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,Confluence,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,North and South Forks Mokelumne River,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,Out of Bounds,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,Sacramento River Deep Water Ship Channel,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,Sacramento River Mainstem,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,San Pablo Bay and Carquinez Strait,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,South Delta,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,Suisun Marsh and Montezuma Slough,210,NA,NA,NA,NA,NA
1979,1979-03-29,1979-01-12,TRUE,Suisun and Honker Bays,210,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,Cache Slough and Liberty Island,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,Confluence,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,North and South Forks Mokelumne River,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,Out of Bounds,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,Sacramento River Deep Water Ship Channel,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,Sacramento River Mainstem,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,San Pablo Bay and Carquinez Strait,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,South Delta,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,Suisun Marsh and Montezuma Slough,116,NA,NA,NA,NA,NA
1980,1979-12-25,1979-12-25,FALSE,Suisun and Honker Bays,116,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,Cache Slough and Liberty Island,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,Confluence,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,North and South Forks Mokelumne River,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,Out of Bounds,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,Sacramento River Deep Water Ship Channel,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,Sacramento River Mainstem,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,San Pablo Bay and Carquinez Strait,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,South Delta,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,Suisun Marsh and Montezuma Slough,134,NA,NA,NA,NA,NA
1980,1980-01-12,1979-12-25,TRUE,Suisun and Honker Bays,134,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,Cache Slough and Liberty Island,169,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,Confluence,169,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,North and South Forks Mokelumne River,169,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,Out of Bounds,169,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,Sacramento River Deep Water Ship Channel,169,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,Sacramento River Mainstem,169,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,San Pablo Bay and Carquinez Strait,169,NA,NA,NA,NA,NA
1980,1980-02-16,1979-12-25,TRUE,South Delta,169,NA,NA,NA,NA,NA
